1|1|AAPL|BUY|5|152.59655502562987|801.1319138845568|38.14913875640747|2026-03-22T22:45:22.767826500
2|1|AAPL|SELL|2|152.59655502562987|289.9334545486968|15.259655502562987|2026-03-22T22:45:23.449827200
3|1|AAPL|BUY|5|154.02326506549755|808.6221415938621|38.50581626637439|2026-04-20T22:00:57.427093200
4|1|AAPL|SELL|2|154.02326506549755|292.64420362444537|15.402326506549755|2026-04-20T22:00:57.484092300
5|1|GOOG|BUY|5|103.39390380404076|542.817994971214|25.848475951010194|2026-04-21T00:33:41.477094700
6|1|AAPL|BUY|5|106.93929749187566|561.4313118323472|26.734824372968916|2026-04-21T00:33:52.175099400
7|1|AAPL|BUY|5|108.65262805859778|570.4262973076384|27.16315701464945|2026-04-21T00:33:56.569100800
8|1|AAPL|BUY|100|60.078120802745254|6308.2026842882515|300.39060401372626|2026-04-21T00:53:22.286930600
9|1|MSFT|BUY|5|126.73867832851629|665.3780612247106|31.684669582129075|2026-04-21T01:06:46.772982
10|1|AAPL|SELL|10|148.63823446742106|1412.0632274405|74.31911723371053|2026-04-21T01:20:46.104956800
11|1|AAPL|SELL|10|148.91859880181312|1414.7266886172247|74.45929940090656|2026-04-21T01:20:51.737955100
12|1|AAPL|SELL|10|149.0514920689227|1415.9891746547655|74.52574603446135|2026-04-21T01:20:55.093952
13|1|AAPL|SELL|10|149.22699851027875|1417.656485847648|74.61349925513937|2026-04-21T01:20:57.185952600
14|1|AAPL|SELL|86|147.1045852370855|12018.444613869884|632.5497165194677|2026-04-21T01:21:02.801956200
15|1|AAPL|SELL|10|149.97692870306878|1424.7808226791535|74.98846435153439|2026-04-21T01:21:07.837957800
16|1|AAPL|SELL|10|149.76242570893552|1422.7430442348875|74.88121285446776|2026-04-21T01:21:09.473960200
17|1|AAPL|SELL|10|148.27847922452227|1408.6455526329614|74.13923961226114|2026-04-21T01:21:10.896523
18|1|AAPL|SELL|10|147.00233005015104|1396.5221354764349|73.50116502507552|2026-04-21T01:21:13.064519800
19|1|MSFT|SELL|5|122.10343928469112|579.9913366022829|30.525859821172784|2026-04-21T01:21:24.052523600
